id,yr,worry_cchange,prezjob_envt,prezjob_energy,govprotect,envt1,envt2,econ_v_envt,engy_v_envt,envworry_toxicwst,envworry_radioactivity,gw_understand,gw_serious,gw_laws_econ,fracking,energyserious,energy_shortage,solution_conserv,nucfav,nucsafe,nucfav_area,fav_nuclear,fav_openland,fav_mandateC02,fav_solar,fav_altfuel,fav_mandateC02bus,fav_engylimits,fav_coal,emph_coal,emph_oil,emph_ngas,emph_wind,emph_solar,emph_nuclear,favor_reduce_fossil,envdone_vote,envdone_reduce,envdone_petition,envdone_stocks,envtrust_congress,envtrust_reps,envtrust_dems,pay100more,environmentalist,econ1,econ2,arealive_rec,age,educ,party,jobtype,religion,nucfav_binary,nuclear_target
140,2005,,Poor job,Poor job,,Only Fair,Getting Worse,DK,"Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Generally underestimated,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Strongly oppose,,,,,,,,,,,,,,,,,,,,,,Nothing at all,Nothing at all,A great deal,,,Poor,Getting Worse,,80.0,HS or Less,Democrat,,Protestant,Oppose,0
141,2005,,Poor job,Poor job,,Poor,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,,,,,,,,,,,,Not much,Nothing at all,A great deal,,,Fair,Getting Worse,,54.0,College Grad only,Democrat,,Protestant,Oppose,0
142,2005,,Good job,Good job,,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not very well,Generally exaggerated,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,Not much,Not much,,,Excellent,Getting Better,,25.0,Post-grad,Republican,,Protestant,Favor,1
143,2005,,Good job,Good job,,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally exaggerated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A great deal,A great deal,A great deal,,,Good,Getting Better,,58.0,Some college,Republican,,Protestant,Favor,1
144,2005,,Good job,Poor job,,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Very serious,"Yes, is",REF,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,REF,REF,,,Poor,Getting Worse,,56.0,Some college,Republican,,Protestant,Favor,1
145,2005,,Good job,Good job,,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,,,Fair,Getting Worse,,48.0,Some college,Republican,,Protestant,Favor,1
146,2005,,Fair/Mixed (VOL),Fair/Mixed (VOL),,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally exaggerated,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,Strongly favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,A moderate amount,A moderate amount,,,Excellent,Getting Better,,63.0,College Grad only,Republican,,Protestant,Favor,1
147,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,Nothing at all,Not much,,,Fair,Getting Worse,,48.0,Post-grad,Lean Democratic,,,Favor,1
150,2005,,Good job,Good job,,Only Fair,Getting Worse,Equal Priority (VOL),Both Equally (VOL),,,Very well,Generally exaggerated,,,Very serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,Nothing at all,,,Good,Getting Better,,57.0,College Grad only,Republican,,Protestant,Favor,1
151,2005,,Poor job,Poor job,,Only Fair,Getting Worse,Equal Priority (VOL),Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Very serious,"No, is not",Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,,,,,,,,,,,,Not much,Not much,Not much,,,Fair,Same (VOL),,72.0,Some college,Republican,,Protestant,Oppose,0
152,2005,,Good job,Poor job,,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Gennerally correct,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,,,Good,Getting Worse,,51.0,HS or Less,Lean Democratic,,Other Christian,Favor,1
153,2005,,Poor job,Poor job,,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Strongly favor,,,,,,,,,,,,,,,,,,,,,,Not much,A moderate amount,A moderate amount,,,Fair,Getting Better,,29.0,Some college,Republican,,Protestant,Favor,1
154,2005,,Fair/Mixed (VOL),Good job,,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Not at all serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A great deal,A moderate amount,,,Good,Getting Better,,55.0,College Grad only,Republican,,Protestant,Favor,1
155,2005,,Poor job,Poor job,,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,Nothing at all,A moderate amount,,,Good,Getting Better,,60.0,Post-grad,Lean Republican,,Protestant,Favor,1
161,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Gennerally correct,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,Nothing at all,Nothing at all,A moderate amount,,,Poor,Getting Worse,,67.0,Some college,Democrat,,Protestant,Oppose,0
163,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Not at all,Generally exaggerated,,,Fairly serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,A great deal,Nothing at all,A great deal,,,Poor,Getting Worse,,50.0,Some college,Lean Democratic,,Protestant,Oppose,0
164,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,,,Fair,Getting Worse,,58.0,Post-grad,Lean Democratic,,Protestant,Oppose,0
165,2005,,Good job,Good job,,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,Nothing at all,Nothing at all,,,Fair,Getting Better,,40.0,College Grad only,"Independent, no lean",,Catholic,Favor,1
167,2005,,Good job,Good job,,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Generally underestimated,,,Not at all serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A great deal,A great deal,Nothing at all,,,Excellent,Getting Better,,81.0,HS or Less,Republican,,Protestant,Favor,1
168,2005,,Poor job,DK,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,DK,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,Not much,A moderate amount,,,Fair,Getting Worse,,82.0,Some college,Democrat,,Catholic,Oppose,0
169,2005,,Fair/Mixed (VOL),Fair/Mixed (VOL),,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,,Fairly serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A great deal,,,Fair,Getting Better,,77.0,HS or Less,Democrat,,Protestant,Oppose,0
171,2005,,Good job,Good job,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Gennerally correct,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Not much,Not much,Not much,,,Good,Getting Better,,80.0,College Grad only,Lean Republican,,Protestant,Favor,1
173,2005,,Poor job,Poor job,,Good,Getting Worse,Equal Priority (VOL),Developing Energy Supplies Given Priority,,,Not very well,Gennerally correct,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,Not much,Nothing at all,Nothing at all,,,Good,Getting Worse,,,College Grad only,Republican,,Protestant,Oppose,0
175,2005,,Poor job,Good job,,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Very serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Strongly oppose,,,,,,,,,,,,,,,,,,,,,,Not much,A great deal,Not much,,,Good,Getting Better,,55.0,College Grad only,Republican,,Protestant,Oppose,0
177,2005,,Poor job,Poor job,,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Very serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,Not much,Not much,,,Good,Getting Better,,22.0,Some college,Republican,,Protestant,Favor,1
181,2005,,Good job,Good job,,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,,,Fair,Same (VOL),,62.0,HS or Less,Democrat,,Catholic,Oppose,0
183,2005,,Poor job,Poor job,,Only Fair,Same (VOL),"Protect Environment, even at risk of curbing economic growth",DK,,,Not very well,Gennerally correct,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,,,Poor,Getting Worse,,67.0,HS or Less,Democrat,,Catholic,Oppose,0
184,2005,,Good job,Good job,,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally exaggerated,,,Fairly serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A great deal,Nothing at all,,,Fair,Getting Better,,45.0,College Grad only,Republican,,Protestant,Favor,1
189,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,Not much,A moderate amount,,,Poor,Getting Worse,,65.0,HS or Less,Democrat,,Catholic,Oppose,0
192,2005,,Good job,Good job,,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Not very well,Generally exaggerated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,Not much,Not much,Not much,,,Fair,Getting Worse,,59.0,Some college,Republican,,Protestant,Oppose,0
193,2005,,Good job,Poor job,,Good,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,,,Good,Getting Better,,62.0,College Grad only,Republican,,Protestant,Favor,1
194,2005,,Poor job,Poor job,,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not very well,Gennerally correct,,,Very serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Not much,Nothing at all,A moderate amount,,,Fair,Getting Worse,,67.0,HS or Less,Democrat,,Protestant,Favor,1
196,2005,,Good job,DK,,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally exaggerated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Strongly favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,Not much,Not much,,,Good,Getting Worse,,49.0,College Grad only,Republican,,Mormon,Favor,1
199,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not very well,Generally underestimated,,,Very serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Strongly oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,Nothing at all,A moderate amount,,,Good,Getting Better,,84.0,HS or Less,Democrat,,Protestant,Oppose,0
204,2005,,Good job,Poor job,,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not very well,Gennerally correct,,,Very serious,"Yes, is",Both Equally (VOL),Somewhat oppose,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A great deal,Not much,,,Fair,Getting Worse,,52.0,HS or Less,Republican,,Protestant,Oppose,0
205,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally exaggerated,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,Nothing at all,A great deal,,,Poor,Getting Worse,,52.0,Some college,Lean Democratic,,Agnostic,Favor,1
209,2005,,Good job,Good job,,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,,Fairly serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,,,,,,,,,,,,Nothing at all,A moderate amount,A moderate amount,,,Good,Getting Better,,58.0,Some college,Lean Republican,,,Favor,1
210,2005,,Good job,Poor job,,Only Fair,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally exaggerated,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Not much,Not much,A great deal,,,Fair,Same (VOL),,45.0,Some college,Democrat,,Hinduism,Favor,1
211,2005,,Poor job,Poor job,,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Both Equally (VOL),,,Very well,Gennerally correct,,,Fairly serious,"No, is not",Neither/Other (VOL),Somewhat favor,,,,,,,,,,,,,,,,,,,,,,Not much,Nothing at all,A moderate amount,,,Good,Getting Better,,66.0,Post-grad,Lean Democratic,,,Favor,1
213,2005,,Good job,Good job,,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,Not much,,,Good,Getting Better,,77.0,Some college,Republican,,Protestant,Favor,1
